길명,길소개,총길이,총소요시간,시작지점명,시작지점도로명주소,시작지점소재지지번주소,종료지점명,종료지점소재지도로명주소,종료지점소재지지번주소,경로정보,관리기관전화번호,관리기관명,데이터기준일자,위도,경도,제공기관코드,제공기관명
팔공산왕건길 8코스,구사일생길(초례산 정상에서 내려오는 길),4,1시간 50분,초례산,,대구광역시 동구 내곡동 산53-1,동곡지,,대구광역시 동구 동내동 427,초례산-포토존-동곡체육시설-동곡지,053-662-4122,대구광역시 동구청,2021-05-25,,,3420000,대구광역시 동구
장안산 마실길,전국 8대 종산인 장안산 지실가지에서 시작하여 금남호남정맥 능선을 넘어 계남면 원장안까지 울창한 숲 길 노선,11,4시간 30분,장수읍 연주마을,전라북도 장수군 장수읍 덕산로 763-3,전라북도 장수군 장수읍 덕산리 49,계남면 원장안버스종점,전라북도 장수군 계남면 지소골길 41,전라북도 장수군 계남면 장안리 575-5,연주마을 입구 → 무드리교 → 지실가지 → 계남 장안리 임도 → 원장안 버스종점,063-350-2547,장수군,2021-08-12,,,4750000,전라북도 장수군
맹종죽순체험길,맹종죽테마파크를 시작으로 맹종죽 둘레길을 탐방한 후 기존 마을길을 이용한 실전소류지를 지나 실전마을까지의 명품길.,8,4시간40분,사환마을 입구,,경상남도 거제시 하청면 하청리 528-6,실전마을입구,,경상남도 거제시 하청면 실전리 279-5,사환마을 입구 - 맹종죽테마파크 - 맹종죽테마파크 제2진입구 - 실전마을 - 성동마을 입구,055-639-4354,경상남도 거제시청,2021-08-11,,,5370000,경상남도 거제시
고려촌문화체험길,거제시관광안내소부터 다양한 고려촌문화를 느낄 수 있다. 임도길을 따라 다양한 문화를 느끼며 둔덕농촌체험센터에서 농촌체험을 해보는것도 또하나의 재미.,16.4,8시간,거제시관광안내소,경상남도 거제시 사등면 거제대로 6175,경상남도 거제시 사등면 오량리 814,옥동마을,,경상남도 거제시 둔덕면 상둔리 186-2,거제시관광안내소-국제식품(임도)-둔덕기성-임도-둔덕농촌체험센터-청마생가-산방산비원-산방산-옥동마을,055-639-4354,경상남도 거제시청,2021-08-11,,,5370000,경상남도 거제시
물길따라걷는길,시민의 강과 굴포천을 걸으며 물길의 소중함을 체험,6,2,시민의강,,경기도 부천시 상동 620-2,굴포천,,경기도 부천시 삼정동 360,시민의강-상동호수공원-한국만화영상진흥원-굴포천,032-625-3579,경기도 부천시청 녹지과,2021-07-29,,,3860000,경기도 부천시
무봉산둘래길,"덕암산, 태봉산 등 살아 숨 쉬는 허파기능의 생명자연길",11,4시간,진위면사무소,경기도 평택시 진위면 봉남길 61,경기도 평택시 진위면 봉남리 229,진위면사무소,경기도 평택시 진위면 봉남길 61,경기도 평택시 진위면 봉남리 229,진위면사무소→원각사→야곡마을→무봉산 정상→만기사→무봉산수련원→진위면사무소,031-8024-3213,경기도 평택시청,2021-09-09,,,3910000,경기도 평택시
정도전길,평택의 숲길을 걸으며 조선건국 공신을 만나는 길,12,4시간,진위면사무소,경기도 평택시 진위면 봉남길 61,경기도 평택시 진위면 봉남리 229,원균장군 묘 주차장,경기도 평택시 원릉군길 97,경기도 평택시 도일동 산82,진위면사무소→진위향교→마산리 통막걸리주막집→정도전사당→덕암산→내리저수지→원균장군 사당(묘역),031-8024-3213,경기도 평택시청,2021-09-09,,,3910000,경기도 평택시
원균길,"생가터, 사당, 묘 등 원균장군과 관련된 여사문화 테마코스 길",5,2시간,원균사당 주차장,경기도 평택시 원릉군길 97,경기도 평택시 도일동 산82,원균사당 주차장,경기도 평택시 원릉군길 97,경기도 평택시 도일동 산82,원균장군 묘 주차장(모선재)→원균장군묘역→원릉군기념관→원균사당→울음밭→양세충효정문→덕암호캠핑장(정골)→덕암산→원균장군 묘 주차주차장(모선재),031-8024-3213,경기도 평택시청,2021-09-09,,,3910000,경기도 평택시
과수원길,10km 이어지는 배밭길,15,5시간,원곡초등학교,경기도 안성시 원곡면 가천중앙1길 51-17,경기도 안성시 원곡면 내가천리 40-2,시청앞,경기도 평택시 경기대로 245,경기도 평택시 비전동 846,원곡초등학교→원곡면사무소→월곡동마을회관→배과수원길→배다리저수지(배다리공원)→평택시청 기점,031-8024-3213,경기도 평택시청,2021-09-09,,,3910000,경기도 평택시
샛별길,샛별길,13,4시간,꽃지해변,충청남도 태안군 안면읍 꽃지1길 187-15 인근,충청남도 태안군 안면읍 승언리 산29-100,황포항,충청남도 태안군 안면읍 중신로 518 인근,충청남도 태안군 안면읍 신야리 356-20,꽃지ㅐ수욕장-황포항,041-672-9738,국립공원관리공단 태안해안국립공원사무소,2020-12-01,,,4620000,충청남도 태안군
바람길,바람길,19,5시간,황포항,충청남도 태안군 안면읍 중신로 518 인근,충청남도 태안군 안면읍 신야리 356-20,영목항,충청남도 태안군 고남면 안면대로 4551-1 인근,충청남도 태안군 고남면 고남리 334-47,황포항-바람아래해수욕장 해변-영목항,041-672-9738,국립공원관리공단 태안해안국립공원사무소,2020-12-01,,,4620000,충청남도 태안군
태배길,태배길,6.4,2시간,의항해변,충청남도 태안군 소원면 구름포길 1,충청남도 태안군 소원면 의항리 산81-1,태배전망대,충청남도 태안군 소원면 구름포길 39,충청남도 태안군 소원면 의항리 산3-1,태배전망대-의항해수욕장,041-670-2691,태안군,2020-12-01,,,4620000,충청남도 태안군
양산팔경 금강둘레길,"금강 줄기를 따라 깨끗한 바람과 공기를 마시며, 남녀노소가 가벼운 옷차림으로 산책",6,2,강선대,,충북 영동군 양산면 봉곡리 756-1,강선대,,충북 영동군 양산면 봉곡리 756-1,강선대->함벽정->봉황대->수두교->여의정->용암->강선대,043-740-3216,충청북도 영동군청,2020-12-09,,,4440000,충청북도 영동군
월류봉~반야사 문화생태탐방로,"월류봉의 아름다운 풍경으로 시작하여, 포도향을 따라 맑은 석천의 물소리와 정겨운 마을의 정취를 느낄수 있다",83,3,월류봉광장,충북 영동군 황간면 원촌동 1길 47,충북 영동군 황간면 원촌리 261,반야사,충북 영동군 황간면 백화산로 652,충북 영동군 황간면 우매리 산 3,월류봉 광장->원촌교->석천->완정교->백화마을->우매리->반야사,043-740-3216,충청북도 영동군청,2020-12-09,,,4440000,충청북도 영동군
시흥동 역사문화길,시흥동 일원 관광명소 투어,3,1시간,은행나무오거리(시흥행궁터),서울특별시 금천구 금하로 707,서울특별시 금천구 시흥동 828-41,시흥향교터,서울특별시 금천구 금하로 745,서울특별시 금천구 시흥동 262-6,은행나무오거리(행궁터) - 단군전터 - 강희맹 살던 곳 - 순흥안씨양도공파묘역 - 3층석탑(향나무) - 시흥향교터,02-2627-1452,서울특별시 금천구청,2021-09-24,,,3170000,서울특별시 금천구
호암산 역사문화길,호암산 일원 역사유적지 투어,2.3,1시간 30분,호암산문,서울특별시 금천구 호암로 298,서울특별시 금천구 시흥동 산 100-43,호천약수터,서울특별시 금천구 호암로 192,서울특별시 금천구 시흥동 산91-12,호암산문 - 호압사 - 석구상 - 한우물 - 칼바위 - 호암산폭포 - 호천약수터,02-2627-1452,서울특별시 금천구청,2021-09-24,,,3170000,서울특별시 금천구
패션-IT 문화길,가산동 일원 패션 및 IT 관련 투어,1.9,40분,디지털단지오거리,서울특별시 금천구 디지털로 212,서울특별시 금천구 가산동 140-1,구로노동자생활체험관,서울특별시 금천구 벚꽃로44길 17,서울특별시 금천구 가산동 39-7,디지털단지오거리 - 패션아울렛 - 수출의 다리 - 패션 IT 문화존 - 구로공단노동자생활체험관,02-2627-1452,서울특별시 금천구청,2021-09-24,,,3170000,서울특별시 금천구
대부해솔길 1코스,"서해안의 아름다운 석양을 감상할 수 있는 코스, 특징:개미허리,낙조전망대,갯벌체험",11.3,3~4시간,대부도관광안내소(방아머리공원),경기도 안산시 단원구 대부황금로 1531,경기도 안산시 단원구 대부북동 1985,24시횟집,경기도 안산시 단원구 돈지섬안길 23,경기도 안산시 단원구 대부북동 산83-20,대부도관광안내소(방아머리공원)→북망산→구봉약수터→개미허리→낙조전망대→구봉선돌→종현어촌체험마을→돈지섬안길,031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
대부해솔길 2코스,"서해의 바다(갯벌)가 펼쳐져 있어 갯벌을 만나 볼 수 있고 드넓은 바다를 보며 걸을 수 있는 코스, 특징:갯벌",5.1,1~2시간,24시횟집,경기도 안산시 단원구 돈지섬안길 23,경기도 안산시 단원구 대부북동 산83-20,어심낚시터,경기도 안산시 단원구 잘푸리길 109,경기도 안산시 단원구 대부북동 1109,24시횟집→바구리방조제→새방죽방조제→작은잘푸리방조제,031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
대부해솔길 3코스,"다양한 전경 및 바닷물의 흐름을 감상할 수 있는 코스, 특징:아일랜드cc,선재교",9.6,2~3시간,어심낚시터,경기도 안산시 단원구 잘푸리길 109,경기도 안산시 단원구 대부남동 1109,15통 마을회관,경기도 안산시 단원구 대남로 544,경기도 안산시 단원구 대부남동 775-1,어심낚시터→아일랜드cc→선재교→정상골방조제,031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
대부해솔길 4코스,"해솔길 구간 중 가장 뛰어난 해안경관을 지닌 코스, 특징:쪽박섬,메추리섬",12.4,3~4시간,15통 마을회관,경기도 안산시 단원구 대남로 544,경기도 안산시 단원구 대부남동 775-1,베르아델승마클럽,,경기도 안산시 단원구 대부남동 24-4,15통 마을회관→쪽박섬→메추리섬→고래뿌리선착장→대남초교→느릿부리안길→유리섬,031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
대부해솔길 5코스,"갯벌과 염전사이 제방길, 갈대숲 등 독특산 풍경을 감상할 수 있는 코스, 특징:베르아델승마클럽,동주염전",12.2,3~4시간,베르아델승마클럽,,경기도 안산시 단원구 대부남동 24-4,대부도펜션타운,경기도 안산시 단원구 참살이2길 12,경기도 안산시 단원구 선감동 686-2,베르아델승마클럽→말부흥선착장→상동방조제→동주염전→대선방조제,031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
팔공산녹색길 숲길 2코스,400여년 역사의 전통마을 뒷산을 오르는 길,7,2시간 30분,바리고개,,대구광역시 동구 도동 산51-2,상매동,대구광역시 동구 매여로1길 37-11,대구광역시 동구 상매동 519,바리고개-가둥지-대암봉-요령봉-능천산-상매동,053-662-4122,대구광역시 동구청,2021-05-25,,,3420000,대구광역시 동구
대부해솔길 6코스,"풍력발전기,전망대,공룡화석 등 대자연의 웅장함을 보며 걸을 수 있는 코스특징:대부광산퇴적암층,탄도바닷길",6.8,2~3시간,대부도펜션타운,경기도 안산시 단원구 참살이2길 12,경기도 안산시 단원구 선감동 686-2,누에섬등대전망대입구,경기도 안산시 단원구 대부황금로 5-14,경기도 안산시 단원구 선감동 717-2,대부도펜션타운→경기창작센터→선감어촌체험마을→경기도청소년수련원→불도방조제→정문규미술관→탄도,031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
대부해솔길 7코스,"습지 갈대, 희귀 철새 등 천해의 관광자원이 있는 코스, 특징:안산어촌민속박물관,탄도항,대부바다항기테마파크",16.6,4~5시간,누에섬등대전망대입구,경기도 안산시 단원구 대부황금로 5-14,경기도 안산시 단원구 선감동 717-2,대부관광안내소(방아머리공원),경기도 안산시 단원구 대부황금로 1531,경기도 안산시 단원구 대부북동 1985,누에섬등대전망대입구→안산어촌민속박물관→대송단지(대부바다향기테마파크)→대부도관광안내소(방아머리공원),031-481-3408,안산시청  관광과,2021-08-31,,,3930000,경기도 안산시
바라길,바라길,12,3시간 40분,학암포해변,충청남도 태안군 원북면 옥파로 1152-37 인근,충청남도 태안군 원북면 방갈리 산37-82,신두리해변,충청남도 태안군 원북면 신두해변길 149 인근,충청남도 태안군 원북면 신두리 1414-40,신두리해변,041-672-9738,국립공원관리공단 태안해안국립공원사무소,2020-12-01,,,4620000,충청남도 태안군
소원길,소원길,22,8시간,신두리해변,충청남도 태안군 원북면 신두해변길 149 인근,충청남도 태안군 원북면 신두리 1414-40,만리포해변,충청남도 태안군 소원면 서해로 1 인근,충청남도 태안군 소원면 모항리 1436,만리포해변,041-672-9738,국립공원관리공단 태안해안국립공원사무소,2020-12-01,,,4620000,충청남도 태안군
파도길,파도길,9,3시간,만리포해변,충청남도 태안군 소원면 서해로 1 인근,충청남도 태안군 소원면 모항리 1436,파도리해변,충청남도 태안군 소원면 모항파도로 531-1 인근,충청남도 태안군 소원면 파도리 315-52,파도리해변,041-672-9738,국립공원관리공단 태안해안국립공원사무소,2020-12-01,,,4620000,충청남도 태안군
