관리번호,인허가일자,인허가취소일자,영업상태구분코드,폐업일자,휴업시작일자,재개업일자,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,시설면적,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,보험기관명,건물용도명,지상층수,지하층수,객실수,보험시작일자,보험종료일자,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
,,,,,,,늘예솔글램핑,야영장,35.7642173,127.736836,경상남도 거창군 북상면 덕유월성로 1384-5,경상남도 거창군 북상면 월성리 941-4,000-000-0000,7,1454,57,,,,,,,,,,,,,,58,,"전기시설, 상하수도시설,샤워실","소화기, 대피공간",,1일 14:00~ 2일13:00,,055-940-3422,거창군,2019-06-05,6480000,경상남도
,,,,,,,다볼펜션,야영장,37.774465,127.6240093226,강원도 춘천시 남산면 둔일길 202,강원도 춘천시 남산면 창촌리 546번지,000-0000-0000,5,1925,,,,,,,,,,,,,,,20,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강원도산림개발연구원 집다리골자연휴양림,야영장,37.9779345416,127.5801194959,강원도 춘천시 사북면 화악지암1길 129,강원도 춘천시 사북면 지암리 산 5번지,033-243-1442,25,4500,,,,,,,,,,,,,,,100,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,은하수 글램핑,야영장,37.8307113896,127.5779061793,강원도 춘천시 남산면 북한강변길 688,강원도 춘천시 남산면 백양리 산 1-2번지,033-260-2374,22,2650,,,,,,,,,,,,,,,88,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,힐링캠프,야영장,37.9295130602,127.6416239530,강원도 춘천시 서면 툇골길 693-12,강원도 춘천시 서면 서상리 897번지,033-244-5577,7,894,,,,,,,,,,,,,,,28,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,춘천캠핑월드,야영장,37.929873,127.6424825494,강원도 춘천시 서면 툇골길 693,강원도 춘천시 서면 서상리 896-1번지,000-0000-0000,8,999,,,,,,,,,,,,,,,32,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,국립용화산자연휴양림,야영장,38.0113289940,127.7604409234,강원도 춘천시 사북면 사여골길 294,강원도 춘천시 사북면 고성리 산 102-13번지,033-243-9261,30,3870,,,,,,,,,,,,,,,120,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강촌캠핑장,야영장,37.8006413521,127.6412932399,강원도 춘천시 남산면 풀무골1길 71,강원도 춘천시 남산면 방곡리 351-3번지,000-0000-0000,25,4653,,,,,,,,,,,,,,,100,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,늘푸른 관광농원,야영장,38.033847,127.8883264768,강원도 춘천시 북산면 추곡약수길 47,강원도 춘천시 북산면 추곡리 142-4번지,000-0000-0000,6,2244,,,,,,,,,,,,,,,30,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,(주)아웃오브파크,야영장,37.7278643406,127.5111555413,강원도 춘천시 남면 가옹개길 52-9,강원도 춘천시 남면 관천리 356-12번지,000-0000-0000,7,996,,,,,,,,,,,,,,,28,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,호반 캠핑장,야영장,37.9343461850,127.7176462849,강원도 춘천시 영서로 3189 (신동),강원도 춘천시 신동 970-1번지,000-0000-0000,6,5111,,,,,,,,,,,,,,,24,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,YELLOW HILL,야영장,37.7500889451,127.7336773092,강원도 춘천시 동산면 종자리로 224-24,강원도 춘천시 동산면 군자리 1020번지,000-0000-0000,8,1764,,,,,,,,,,,,,,,32,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강촌버즈글램핑(강촌팜핑),야영장,37.8498051702,127.5806320891,강원도 춘천시 서면 율장길 122-28,강원도 춘천시 서면 안보리 403번지,033-262-1100,14,4763,,,,,,,,,,,,,,,70,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,춘천하늘캠핑장,야영장,37.9131870546,127.6562198960,강원도 춘천시 서면 방동1길 315,강원도 춘천시 서면 방동리 981번지,000-0000-0000,14,2721,,,,,,,,,,,,,,,70,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강촌달머리캠핑장,야영장,37.8508322624,127.5725320836,강원도 춘천시 서면 율장길 123-39,강원도 춘천시 서면 안보리 471-1번지,000-0000-0000,29,2699,,,,,,,,,,,,,,,116,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강촌강변오토캠핑장,야영장,37.824396,127.6170691931,강원도 춘천시 남산면 북한강변길 968,강원도 춘천시 남산면 강촌리 534-5번지,000-0000-0000,4,634,,,,,,,,,,,,,,,16,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,프라임캠핑장,야영장,38.0076176712,127.7406132799,강원도 춘천시 사북면 사여골길 25,강원도 춘천시 사북면 고성리 36-10번지,000-0000-0000,50,9857,,,,,,,,,,,,,,,200,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,더시크릿가든 캠프지라운드,야영장,37.7693290770,127.5528855090,강원도 춘천시 남산면 방하로 297,강원도 춘천시 남산면 방하리 506-4번지,000-0000-0000,12,5298,,,,,,,,,,,,,,,48,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,춘천숲자연휴양림엔글램핑,야영장,37.7477308415,127.7425041535,강원도 춘천시 동산면 종자리로 224-104,강원도 춘천시 동산면 군자리 산 403번지,033-264-1156,43,2426,,,,,,,,,,,,,,,172,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강촌포도팬션&캠핑장,야영장,37.8085114240,127.5728774175,강원도 춘천시 남산면 서백2길 36,강원도 춘천시 남산면 백양리 266번지,000-0000-0000,7,1157,,,,,,,,,,,,,,,28,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,강촌관광농원,야영장,37.819395,127.601364,,강원도 춘천시 남산면 강촌리 498번지,000-0000-0000,8,1157,,,,,,,,,,,,,,,32,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,(주)어반슬로우시티,야영장,37.7326595774,127.5123274561,강원도 춘천시 남면 가옹개길 108,강원도 춘천시 남면 관천리 383번지,000-0000-0000,28,3656,,,,,,,,,,,,,,,112,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,(재)강원정보문화진흥원,자동차야영장,37.8930215915,127.6919247648,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3,033-245-6261,34,16044,,,,,,,,,,,,,,,136,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,(주)데일리랜드,자동차야영장,37.760733,127.846971,,강원도 춘천시 동산면 봉명리 35번지,000-0000-0000,14,2999,,,,,,,,,,,,,,,56,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,제이드가든 오토캠핑장,야영장,37.834322,127.5378347878,강원도 춘천시 남산면 햇골길 62,강원도 춘천시 남산면 서천리 457번지,000-0000-0000,7,2320,,,,,,,,,,,,,,,28,,전기시설+상하수도시설+화장실+샤워실,소화기+확성기 등 방송장비+안전게시물,,,,033-250-3071,춘천시,2019-08-31,4180000,강원도 춘천시
,,,,,,,007흥정계곡 반딧불캠핑장,야영장,37.6355517,128.346890,,강원도 평창군 봉평면 흥정리 93-12,070-4755-3362,20,,93.6,,,,,,,,,,,,,,100,25,"샤워실,화장실,개수대,매점","소화기, 방송시설, 대피용공간",해당없음,14:00~익일12:00,"비수기30,000 성수기55,000",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,에버힐,야영장,37.66139503,128.3079043,강원도 평창군 봉평면 흥정계곡4길 235,강원도 평창군 봉평면 흥정리 81-12,000-0000-0000,7,,142.94,,,,,,,,,,,,,,30,17,"샤워실,화장실,개수대",소화기,해당없음,14:00~익일12:00,"비수기40,000 성수기70,000",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,평창쉼더하기글램핑파크,야영장,37.5715104,128.4112588,,강원도 평창군 용평면 재산리 1551-2,000-0000-0000,6,,166.15,,,,,,,,,,,,,,20,20,"샤워실,화장실,개수대,식당","소화기, CCTV",글램핑6,14:00~익일11:00,"150,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,켄싱턴 호텔 평창 글램핑 빌리지,야영장,37.6888466,128.5957892,,강원도 평창군 진부면 간평리 215-2,033-330-5000,11,,13.26,,,,,,,,,,,,,,14,200,"샤워실,화장실,개수대,매점","소화기, CCTV",글램핑10,18:00~21:00,"129,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,용골송어와 캠핑,야영장,37.6925702117,128.4657045686,강원도 평창군 용평면 운두령로 767-17,강원도 평창군 용평면 노동리 380-6,033-332-1115,28,,33.9,,,,,,,,,,,,,,100,30,"샤워실,화장실,개수대,매점","소화기, CCTV, 방송시설",카라반2,14:00~익일12:00,"40,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,봉평마가리 캠핑장,야영장,37.645712,128.3695604,강원도 평창군 봉평면 전나무골길 224-10,강원도 평창군 봉평면 원길리 555,033-336-0452,30,,300,,,,,,,,,,,,,,150,40,"샤워실,화장실,개수대,매점","소화기, CCTV",해당없음,12:00~익일12:00,"40,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,캠핑494,야영장,37.652557,128.3285316,,강원도 평창군 봉평면 흥정리 187-5,000-0000-0000,7,,100,,,,,,,,,,,,,,45,15,"샤워실,화장실,개수대","소화기, CCTV",해당없음,14:00~익일12:00,"비수기40,000 성수기50,000",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,삼남매와 뭉치네 캠핑장,야영장,37.6312104,128.3584342,강원도 평창군 봉평면 원길리 910,강원도 평창군 봉평면 상포항길 91-10,033-334-1988,18,,140,,,,,,,,,,,,,,100,25,"샤워실,화장실,개수대,매점,놀이터","소화기,CCTV,방송시설",놀이터 1,12:00~익일13:00,"50,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,솔섬오토캠핑장,야영장,37.5245617,128.3826311,강원도 평창군 봉평면 수림대길 57-5,강원도 평창군 봉평면 유포리 227-1,033-333-1001,70,,322.46,,,,,,,,,,,,,,800,200,"샤워실,화장실,개수대,매점,놀이터,족구장","소화기, CCTV, 대피용공간, 방송시설",해당없음,14:00~익일12:00,"40,000원~100,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,쿵쿵소 캠핑장,야영장,37.6641125,128.4215448,강원도 평창군 봉평면 덕거길 356-12,강원도 평창군 봉평면 덕거리 86,033-334-8585,45,,104,,,,,,,,,,,,,,160,60,"샤워실,화장실,개수대",소화기,해당없음,11:00~익일11:00,"40,000원 50,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,포시즌,야영장,35.3911886225,128.9199176432,경상남도 양산시 원동면 원동로 1817-34,경상남도 양산시 원동면 원리 49-8,000-0000-0000,5,660,60,,,,,,,,,,,,,,20,6,"상하수도, 전기, 화장실, 취사시설, 샤워실",소화기+확성기+안전게시물+대피공간+관리요원,없음,-,-,055-392-3234,경상남도 양산시청,2019-09-23,5380000,경상남도 양산시
,,,,,,,에덴밸리나마스떼글램핑장,야영장,35.4290592774,128.9845201929,경상남도 양산시 원동면 어실로 1206,경상남도 양산시 원동면 대리 1040-14,000-0000-0000,3,,114,,,,,,,,,,,,,,20,0,"상하수도, 화장실, 취사시설, 샤워실",소화기+확성기+안전게시물+대피공간+관리요원,없음,-,-,055-392-3234,경상남도 양산시청,2019-09-23,5380000,경상남도 양산시
,,,,,,,소석힐링캠핑장,야영장,35.404333,129.0524657698,경상남도 양산시 상북면 공원로 69,경상남도 양산시 상북면 소석리 163,055-367-1577,15,1668,164.82,,,,,,,,,,,,,,60,20,"상하수도, 전기, 화장실, 취사시설, 샤워실",소화기+확성기+안전게시물+대피공간+관리요원,없음,-,-,055-392-3234,경상남도 양산시청,2019-09-23,5380000,경상남도 양산시
,,,,,,,캠프라임,야영장,35.3919153253,128.9211410216,경상남도 양산시 원동면 원동로 1837-2,경상남도 양산시 원동면 원리 50-12,000-0000-0000,1,1951,194.6,,,,,,,,,,,,,,28,7,"상하수도, 전기, 화장실, 취사시설, 샤워실",소화기+확성기+안전게시물+대피공간+관리요원,글램핑 7동,-,-,055-392-3234,경상남도 양산시청,2019-09-23,5380000,경상남도 양산시
,,,,,,,포레스트홀리데이스,야영장,37.7623827,127.3640012,경기도 가평군 상면 수목원로 181-22,"경기도 가평군 상면 행현리 373,375-4번지",000-0000-0000,25,6125,,,,,,,,,,,,,,,100,8,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,가평 썬 캠핑장,야영장,37.8256491,127.321482,경기도 가평군 상면 태봉리 532-3,경기도 가평군 상면 태봉리 532-3,000-0000-0000,6,1647,,,,,,,,,,,,,,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,바오바오캠핑장,야영장,37.7872574,127.3202774,경기도 가평군 상면 돌아우길 64-11,경기도 가평군 상면 상동리 73-9,031-585-5922,5,840,,,,,,,,,,,,,,,20,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,가평운악홀리데이카라반파크,야영장,37.8548630,127.3568800,경기도 가평군 조종면 운악청계로424,경기도 가평군 조종면 신상리 206-8~10번지,000-0000-0000,17,5027,,,,,,,,,,,,,,,68,6,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,이레캠핑장,야영장,37.8193965,127.3281722,경기도 가평군 상면 청군로 1487,경기도 가평군 상면 태봉리 211-5,000-0000-0000,34,8077,,,,,,,,,,,,,,,136,11,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,둥지캠핑장,야영장,37.6007598,127.5305382,경기도 가평군 설악면 묵안로 976-62,경기도 가평군 설악면 묵안리 311.310-3,000-0000-0000,40,7369,,,,,,,,,,,,,,,160,13,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,가평물골숲계곡캠핑장,야영장,37.8367551133,127.314322048,경기도 가평군 상면 물골길 120,경기도 가평군 상면 봉수리 18-3,000-0000-0000,6,1689,,,,,,,,,,,,,,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
,,,,,,,유명산캠핑장,야영장,37.5949008,127.508471,경기도 가평군 설악면 가일리 108,경기도 가평군 설악면 가일리 234번지외 6필지,000-0000-0000,18,3969,,,,,,,,,,,,,,,72,6,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
