축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
광주 칠석 고싸움놀이,광주광역시 남구 칠석동 고싸움 놀이테마파크,2022-02-15,2022-02-15,고싸움놀이,광주 칠석 고싸움 놀이 보존회,광주 칠석 고싸움 놀이 보존회,,062-374-3839,http://www.gossaum.com,,광주광역시 남구 칠석길28,광주광역시 남구 칠석동127-1,35.07041066,126.8384016,2022-01-01,6290000,광주광역시
장 담그는날 행사,광주광역시 남구 콩 종합센터,2022-01-29,2022-02-27,장담그기,압촌 메주 영농 조합,저절로 소비자 생활협동조합,,062-385-0455,http://www.namgu.gwangju.kr/menu.es?mid=a70303000000,,광주광역시 남구 압촌길78,광주광역시 남구 압촌동101-1,35.09241574,126.8386216,2022-01-01,6290000,광주광역시
굿모닝양림,광주광역시 남구 양림동66번지,2020-11-07,2020-11-28,"전시, 공연, 체험행사","남구 문화원, 굿모닝 양림행사추진위원회",광주광역시 남구,"문화체육관광부,광주광역시,광주디자인진흥원",062-671-7356,http://www.goodmorningyangrim.com,,광주광역시 남구 백서로86,광주광역시 남구 양림동66,35.140085,126.9157016,2022-01-01,6290000,광주광역시
용아생가 어린이축제,광주광역시 광산구 용아생가,2021-05-29,2021-05-29,용아 박용철의 문학과 생애를 소재로 한 놀이와 체험 프로그램 제공,놀이요점빵,문화재청,광주광역시,,https://www.gwangsan.go.kr/bb/bbBoard.php?action=view&pageID=gwangsan0201020000&boardID=NEWS_NEW&SEQ=685637744,,광주광역시 광산구 소촌로 46번길24,,35.149407,126.7951682,2022-01-01,6290000,광주광역시
영산강문화제,광주광역시 서구 서창동 영산강 둔지,2021-10-07,2021-10-10,영산강 문화의 대중적 이해와 확산,광주광역시 남구,광주광역시 남구,,062-362-7670,http://www.cafe.naver.com/yeongsangang,,광주광역시 남구 승촌보길90,광주광역시 남구 승촌동573,35.06581966,126.761073,2022-01-01,6290000,광주광역시
광주 프린지 페스티벌 동구,광주광역시 동구 푸른길공원(지역이동하여 개최),2021-07-17,2021-07-17,"예술작품, 체험, 플리마켓, 야외공연",광주문화재단,광주광역시,,062-670-7983,http://www.fringefestival.kr,,광주광역시 동구 독립로 380,광주광역시 동구 계림동 730,35.16426707,126.9160455,2022-01-01,6290000,광주광역시
광주 프린지 페스티벌 남구 유안근린공원,광주광역시 남구 유안근린공원,2021-08-28,2021-08-28,"예술작품, 체험, 플리마켓, 야외공연",광주문화재단,광주광역시,,062-670-7983,http://www.fringefestival.kr,,광주광역시 남구 봉선로 195,광주광역시 남구 봉선동134,35.12316806,126.9166047,2022-01-01,6290000,광주광역시
봉산미술제,봉산문화거리,2013-10-15,2013-10-21,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2014-10-14,2014-10-20,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2015-10-20,2015-10-26,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2016-10-20,2016-10-26,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2017-10-18,2017-10-24,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2018-10-10,2018-10-16,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
봉산미술제,봉산문화거리,2019-10-04,2019-10-06,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,대구광역시+대구광역시 중구,053-661-2174,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647,2021-08-20,3410000,대구광역시 중구
「제35회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2012-05-02,2012-05-06,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,대구광역시+대구광역시 중구,문화체육관광부+한국관광공사+대구시 한약협회+대구시 한의사회+한약도매협회 대구시지회+(주)대구시한약재도매시장,053-661-2044,,,대구광역시 중구 남성로 61 (동성로3가),대구광역시 중구 동성로3가 35-13,35.86728562,128.5933466,2021-08-20,3410000,대구광역시 중구
제9회 해운대 빛축제,해운대 해수욕장 + 해운대광장,2022-11-27,2023-02-02,빛 시설물 설치 점등(축제 일정 미정),부산광역시 해운대구청,부산광역시 해운대구청,,051-749-4062,http://www.haeundae.go.kr/tour/index.do?menuCd=DOM_000000309000000000,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838,2022-01-20,3330000,부산광역시 해운대구
2023 해운대 카운트다운&해맞이축제,해운대 해수욕장,2022-12-31,2023-01-01,"카운트다운 행사, 해맞이 행사, 부대 프로그램 등",부산광역시 해운대구청,부산광역시 해운대구청,,051-749-4062,,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838,2022-01-20,3330000,부산광역시 해운대구
전포커피축제,전포카페거리 일원,2022-10-28,2022-10-29,"전포 코오피 스쿨, 아바타투어 등 부산진구 SNS를 활용한 다양한 체험,이벤트 프로그램 운영",부산광역시 부산진구청,부산광역시 부산진구청,,051-605-4524,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,,부산광역시 부산진구 동천로 92(전포동),부산광역시 부산진구 전포동 668-1,35.1570356,129.0630291,2022-02-13,3290000,부산광역시 부산진구
부산시민 희망의 빛드림 페스티벌,부산시민공원 일대,2022-12-01,2023-01-31,경관 조명 설치 및 점등식 개최,부산광역시 부산진구청,부산광역시 부산진구청,,051-605-4522,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188,2022-02-13,3290000,부산광역시 부산진구
서면메티컬스트리트 축제,서면 메티컬 스트리트 일원,2022-10-22,2022-10-23,"VIP리셉션,  개막식,  홍보부스 운영, 비즈니스 미팅",부산광역시 부산진구청,(사)서면메디컬스트리트 의료관광 협의회,,051-605-6022,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188,2022-02-13,3290000,부산광역시 부산진구
제48회 의령 홍의장군축제,서동생활공원 일원,2022-04-21,2022-04-24,주제퍼포먼스+의병유적지투어+횃불행진,(사)의병기념사업회,(사)의병기념사업회,경상남도 의령군청,055-573-1100,http://www.의병제전.kr/kr/index.html#1,"의병박물관, 충익사",경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,2022-02-16,5390000,경상남도 의령군
제6회 이호섭 가요제,의령 서동생활공원 특설무대,2022-04-23,2022-04-23,대중가요전반 예선 본선 경연,(사)의병기념사업회,(사)의병기념사업회,경상남도 의령군청+의령군의회,055-573-1100,http://www.의병제전.kr/kr/sub3_1.html,충익사,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,2022-02-16,5390000,경상남도 의령군
제34회 고양행주문화제,행주산성 및 행주산성 역사공원,2022-05-20,2022-05-21,"행주투석전, 뮤지컬행주대첩, 수상불꽃놀이, 행주국수대첩, 전통놀이한마당 및 시민참여프로그램 등",고양문화재단+고양문화원,고양시,,031-960-9684,http://www.hjfestival.or.kr,,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주내동 산26-1,37.59610775,126.8287118,2022-02-14,3940000,경기도 고양시
2022 고양호수예술축제,고양시 일산호수공원 및인근거리,2022-09-30,2022-10-03,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,고양시,,031-960-9684,http://www.gylaf.kr,,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814,2022-02-14,3940000,경기도 고양시
제8회 세계인형음악극축제,칠곡군 교육문화회관 등,2019-08-22,2019-08-25,"공연, 부대체험행사",경상북도+칠곡군,칠곡문화원,,054-979-6433,http://www.chilgokmpf.com/www/main,,경상북도 칠곡군 왜관읍 관문로1길 32,,35.9919995726,128.417300347,2019-06-14,5220000,경상북도 칠곡군
제7회 낙동강세계평화문화 대축전,칠곡보생태공원,2019-10-11,2019-10-13,"개폐막식, 공연,전시,체험 등",경상북도+칠곡군,낙동강세계평화문화대축전 추진위원회,문화체육관광부,054-979-6100,www.nakdongriver-peacefestival.or.kr,,,경상북도 칠곡군 석적읍 중지리 552,36.019199,128.401401,2019-06-14,5220000,경상북도 칠곡군
제6회 낙동강세계평화 문화대축전,칠곡군 생태공원,2018-10-12,2018-10-14,"6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제 - 공연, 전시, 체험, 참여행사 및 부대행사",낙동강세계평화문화대축전 추진위원회,"경상북도, 칠곡군, 대한민국 국방부",문화체육관광부,054-979-6100,www.nakdongriver-peacefestival.or.kr,,,경상북도 칠곡군 석적읍 중지리 552,36.0182307,128.4011405,2019-06-14,5220000,경상북도 칠곡군
제7회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,2018-08-23,2018-08-26,국내외 인형극단 공연,칠곡문화원,칠곡군,경상북도,054-977-5700,www.chilgokmpf.com,,경상북도 칠곡군 왜관읍 관문로1길 32,경상북도 칠곡군 왜관읍 석전리 254,35.9919995726,128.417300347,2019-06-14,5220000,경상북도 칠곡군
제5회 낙동강세계평화 문화대축전,칠곡군 생태공원,2017-09-22,2017-09-24,"6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제 - 공연, 전시, 체험, 참여행사 및 부대행사","경상북도, 칠곡군",낙동강세계평화문화대축전 추진위원회,문화체육관광부,054-979-6100,www.nakdongriver-peacefestival.or.kr,,,경상북도 칠곡군 석적읍 중지리 552,36.0182307,128.4011405,2019-06-14,5220000,경상북도 칠곡군
제6회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,2017-08-24,2017-08-27,국내외 인형극단 공연,칠곡군,대구예술대학교 문화예술연구소,경상북도,054-979-6433,www.chilgokmpf.com,,경상북도 칠곡군 왜관읍 관문로1길 32,경상북도 칠곡군 왜관읍 석전리 254,35.9919995726,128.417300347,2019-06-14,5220000,경상북도 칠곡군
제4회 낙동강세계평화 문화대축전,칠곡보 생태공원,2016-09-30,2016-10-30,"6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제공연, 전시,체험, 참여행사 및 부대행사",낙동강세계평화문화대축전 추진위원회,문화체육관광부,"경상북도,칠곡군",054-979-6100,www.nakdongriver-peacefestival.or.kr/,"칠곡보, 칠곡 호국평화기념관, 구상문학관, 가실성당, 칠곡보 오토캠핑장",,경상북도 칠곡군 석적읍 중지리 552,36.0182307,128.4011405,2019-06-14,5220000,경상북도 칠곡군
제5회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,2016-08-26,2016-08-29,국내외 인형극단 공연,대구예술대학교,대구예술대학교,"경상북도,칠곡군",054-971-2543,www.chilgokmpf.com,칠곡보,경상북도 칠곡군 왜관읍 관문로1길 32,경상북도 칠곡군 왜관읍 석전리 254,35.9919995726,128.417300347,2019-06-14,5220000,경상북도 칠곡군
제3회 낙동강세계평화 문화대축전,칠곡보 생태공원,2015-10-15,2015-10-18,"6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제 - 공연, 전시, 체험, 참여행사 및 부대행사",낙동강세계평화문화대축전 추진위원회,낙동강세계평화문화대축전 추진위원회,문화체육관광부,054-979-6100,www.nakdongriver-peacefestival.or.kr/,"칠곡보, 칠곡 호국평화기념관, 구상문학관, 가실성당, 칠곡보 오토캠핑장",,경상북도 칠곡군 석적읍 중지리 552,36.0182307,128.4011405,2019-06-14,5220000,경상북도 칠곡군
제4회 칠곡 세계 인형음악극 축제,칠곡군 교육문화회관,2015-08-27,2015-08-30,국내외 인형극단 공연,대구예술대학교,대구예술대학교,"경상북도,칠곡군",054-971-2543,www.chilgokmpf.com,칠곡보,경상북도 칠곡군 왜관읍 관문로1길 32,경상북도 칠곡군 왜관읍 석전리 254,35.9919995726,128.417300347,2019-06-14,5220000,경상북도 칠곡군
