관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
금강호관광지,관광지,전라북도 군산시 성산면 철새로 120,전라북도 군산시 성산면 성덕리 411-1,36.0198785573,126.7653058,648380,주차장+광장+화장실+관리사무소,관광호텔,유희시설+테니스장,어린이공원+체험학습장+철새조망대,야외무대,없음,2020-07-10,9969,1055,국내 최대 철새도래지로서 자연과 문화가 어우러지는 사계절 관광지로 거듭나고 있음,063-454-3344,전라북도 군산시청,2021-07-12,4670000,전라북도 군산시
농월정,관광지,경상남도 함양군 안의면 농월정길 9-35,경상남도 함양군 안의면 월림리 727-1,35.62464301,127.7815571,138110,도로+주차장+관리사무소+화장실,,,캐빈하우스+오토캠핑장,,,1996-04-18,2000,150,"안의 삼동 중에서 화려한 자연의 미를 간직한 곳이 화림동이다. 화림동은 안의에서 전북 장수군으로 통하는 국도 26호선을 따라 약 4km를 가면 굽이치는 물가에 아담한 마을하나를 발견할 수 있는데, 이 곳이 화림동의 정수 농월정이 있는 곳이다. 화림동은 남덕유산에서 발원하는 금천이 굽이치며 흘러 팔담팔정을 이루었다. 그래서, 옛부터 화림동을 정자문화의 보고라 한다. 지금도 농월정을 비롯한 4개의 고풍스런 정자가 남아 있다. 특히 농월정은 달을 희롱하며 논다는 옛날 우리 선조들의 풍류사상이 깃든 곳, 함양을 찾은 많은 시인과 묵객들이 필히 거쳐간 곳이다. 이 곳 녹수를 사이에 둔 양쪽 산기슭의 송림은 거문고 현을 퉁기는 듯하며, 길게 늘어선 수양버들은 천줄기의 실로 낚시질을 하는 듯 보인다. 맑은 물이 급한 굴곡을 이루는 곳에 커다란 반석이 펼쳐져 있다. 반석위를 흐르는 물이 달빛을 받아 금물결을 이루는 이 곳에 세워진 고색창연한 농월정은 이름 그대로 달을 희롱하고 있는 듯하다. 크기를 짐작할 수 없을 정도로 거대한 월연암이라 이름 붙은 너럭바위 위로 미끄럼타듯 물살이 세차게 흐르고, 물길따라 골이 깊게 패였다. 월연의 맑은 물에서 물장구치며 노는 개구쟁이들의 모습과 아름다운 풍경은 한 폭의 동양화가 되어 지나는 행인의 발걸음을 멈추게 한다.",055-960-4520,경상남도 함양군청,2021-07-01,5460000,경상남도 함양군
문수산성,관광지,,경기도 김포시 월곶면 성동리 산50,37.7429948,126.5467533,700000,월곶면사무소,"문수산농원펜션, 동막골캠프,문소골산장,김포관광농원,평화누리길게스트하우스",,문수산삼림욕장,,,1966-01-01,250000,0,1694년(숙종20)에 외적을 막고 강화도 방어를 위해 쌓은 산성으로 병인양요 때 프랑스근과 치열한 격전을 벌인 곳으로 유명하다  현재는 총길이 6km 중 성곽의 일부 979m를 보수하여 4km의 성곽이 남아있다.,031-980-2482,경기도 김포시청,2021-09-29,4090000,경기도 김포시
김포함상공원,관광지,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,37.6406387,126.539261,9578,대곶면행정복지센터,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,2006-01-01,80,100,52년간 바다를 지켜오다 2006년 12월 퇴역한 상륙함(운봉함)을 활용하여 조성한 수도권 유일의 함상공원으로 다양한 전시품 감상 및 함상 체험활동을 할 수 있다.,031-980-2489,경기도 김포시청,2021-09-29,4090000,경기도 김포시
덕포진,관광지,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,651,대곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,1996-01-01,70,10,"초등학교에서 교편을 잡았던 부부 교사가 설립한 사립박물관으로 옛날 교과서 와 책걸상, 풍금을 사용한 음악수업이 진행되며 수집물이 고스란이 보존되어 있다.",031-980-2482,경기도 김포시청,2021-09-29,4090000,경기도 김포시
덕포진교육박물관,관광지,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,651,대곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,1996-01-01,70,10,"초등학교에서 교편을 잡았던 부부 교사가 설립한 사립박물관으로 옛날 교과서 와 책걸상, 풍금을 사용한 음악수업이 진행되며 수집물이 고스란이 보존되어 있다.",031-980-2482,경기도 김포시청,2021-09-29,4090000,경기도 김포시
다도박물관,관광지,경기도 김포시 월곶면 애기봉로275번길 187-49,경기도 김포시 월곶면 개곡리 832,37.7375035,126.5744366,180,월곶면사무소,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",,,,,2001-01-01,150,50,"지상3층 규모로 다도전시장과 조각공원, 다도체험장, 연못, 정자, 투호장 등 부대시설과 잔디광장을 갖춘 복합예술 공간으로 자연을 벗삼아 다도 및 전통예절, 민속놀이 체험을 할 수있다.",031-980-2482,경기도 김포시청,2021-09-29,4090000,경기도 김포시
산토끼노래동산,관광지,경상남도 창녕군 이방면 이방로 623,,35.5777232620,128.3835799595,49910,안내소(매표소)+주차장+화장실,,롤링미끄럼틀+레일썰매장+어린이놀이터,작은동물원+토끼먹이체험장,,,2013-11-15,780,195,"국민 동요 ‘산토끼’의 유래지역인 창녕군 이방면에 어른들에게는 어린 시절의 추억을 떠올리고, 어린이들에게는 생생한 체험학습의 장을 마련하고자 조성된 어린이 및 가족단위의 생태체험 여행관광지이다",055-530-1534,경상남도 창녕군청,2022-01-12,5410000,경상남도 창녕군
광주광역시공원&광주광역시향교,관광지,광주광역시 남구 중앙로 107번길 15,,35.14707323,126.9100957,28800,화장실+주차장,,종합체육시설,,,,1985-02-25,500,50,선비들의 정신이 살아 있음을 느낄 수 있음,062-672-0660,광주광역시공원관리사무소,2022-01-01,6290000,광주광역시
포충사,관광지,광주광역시 남구 포충로 767,,35.08945325,126.8484326,365,화장실+주차장,,,,,,1974-05-22,300,50,광주광역시 남구 원산동에 있는 고경명 등 임진왜란 때의 의병 5명의 충절을 기리는 사당,062-374-4212,광주광역시 남구청,2022-01-01,6290000,광주광역시
광주광역시어린이교통공원,관광지,광주광역시 북구 임방울대로 877,광주광역시 북구 오룡동 1113,35.21837394,126.8544969,24000,화장실+주차장+관광안내소,,,,,,1998-04-30,150,150,광주광역시지역 어린이들의 현장중심 교통안전 교육의 요람,062-972-0054,광주광역시어린이교통공원,2022-01-01,6290000,광주광역시
국립광주광역시과학관,관광지,광주광역시 북구 첨단과기로 235,광주광역시 북구 오룡동 1-6,35.22990781,126.8498705,6500,화장실+주차장,,,,,,2013-10-15,500,200,"빛,소리,우주 등 과학과 예술이 만나는 과학관",062-960-6210,국립광주광역시과학관,2022-01-01,6290000,광주광역시
국립광주광역시박물관,관광지,광주광역시 북구 하서로 110,광주광역시 북구 매곡동 430,35.18965658,126.8839515,80000,화장실+주차장+관광안내소,,,,,,1978-12-06,500,200,"광주광역시전남지역의 전통문화를 조사연구,전시교육,보존관리하기 위해 설립한 박물관",062-570-7000,국립광주광역시박물관,2022-01-01,6290000,광주광역시
김대중 컨벤션센터,관광지,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,35.14677706,126.8404805,12027,화장실+주차장+관광안내소,,,,,,2005-09-06,5000,1000,"총 29개의 회의실, 3,000석 규모의 다목적홀을 갖춘 국제규모의 최첨단 전시컨벤션센터",062-611-2000,김대중컨벤션센터,2022-01-01,6290000,광주광역시
역사문화공원,관광지,광주광역시 광산구 왕버들로 331,광주광역시 광산구 신창동 1173-2,35.19467258,126.8452966,51806.4,주차장+화장실+관광안내소,,,,,,2001-04-03,100,50,사적 제375호로 지정된 반촌재와 청동기 시대 대표 묘제로 여러매의 판석과 합석을 이용해 축조된 광주광역시 신창동 지석묘를 볼 수 있는 곳이다.,062-960-8711,광주광역시 광산구청,2022-01-01,6290000,광주광역시
국립나주박물관,관광지,전라남도 나주시 반남면 고분로 747,전라남도 나주시 신촌리 152-25,34.9144962,126.6574509,11086,"화장실, 회의실",N,N,전시관,N,홈페이지 운영,2013-11-22,1000,200,박물관,061-330-7885,문화체육관광부,2017-04-01,4830000,전라남도 나주시
영산포 역사갤러리,관광지,전라남도 나주시 영산3길 17 영산포,전라남도 나주시 영산동 247-2,35.0006914,126.7093485,281,화장실,N,N,갤러리 전시,전시관,홈페이지 운영,2015-10-15,30,-,박물관,061-331-1755,나주시,2017-04-01,4830000,전라남도 나주시
나주복암리고분전시관,관광지,전라남도 나주시 다시면 백호로 287,전라남도 나주시 다시면 복암리 71,34.9961663,126.6538838,42211,화장실,N,야외공원,영상체험관,카페 및 전시관,홈페이지 운영,2016-04-30,650,56,박물관,061-337-0090,나주시,2017-04-01,4830000,전라남도 나주시
일본인근대가옥,관광지,전라남도 나주시 예향로 3869-4,전라남도 나주시 영산동 660,35.0009356,126.7112913,226,화장실,N,N,복지프로그램,가옥내 접객실,홈페이지 운영,2016-06-10,10,2,근대가옥,061-334-7726,나주시,2017-04-01,4830000,전라남도 나주시
안면도 관광지(꽃지지구),관광지,,충청남도 태안군 안면읍 승언리 339-586,36.502545,126.335955,2941735,"화장실, 주차장, 상하수도시설, 관광안내소,가로등",,,,,,1991-02-22,10000,555,"- 서해안의 아름다운 경관을 지닌 꽃지해수욕장 주변의 관광지로 낙조가 아름다운 지역 - 주변에 4계절 싱싱할 해물이 풍부, 매년 2 ~ 3 백만명이 관광객이 방문하고 있음 - 1991년에 관광지로 지정되었으나 민간 투자자가 나타나지 않아 개발이 지연되고 있음",041-635-3891,충청남도 관광진흥과,2021-01-11,6440000,충청남도
초당관광지,관광지,강원도 삼척시 근덕면 미근로 1629,,37.37650408,129.2047561,2157243,광장+주차장,"게스트하우스, 클럽하우스",골프장,,,,1990-04-19,500,140,자연환경과 더불어 수려한 자연 지형을 그대로 살린 친환경 골프장은 기후 영향을 비교적 덜 받아 사계절 체류형 관광지의 면모를 지니고 있음,033-570-3547,강원도 삼척시청,2021-07-07,4240000,강원도 삼척시
구드래관광지,관광지,,충청남도 부여군 부여읍 구교리 17-4,36.287127,126.907274,148515,광장+선착장+조각공원,,,,,,1969-01-21,45000,300,백마강과 함께 가족단위 공원 심터 및 생활체육을 즐길수 있는 웰빙관광지,041-830-2222,부여군 문화체육관광과,2021-07-15,4570000,충청남도 부여군
왜목마을 관광지,관광지,충청남도 당진시 석문면 왜목길 26,,37.04443421,126.5261293,133876,"화장실, 주차장, 공연장 보유",,,,,,2002-02-26,7950,150,"왜목마을은 서해에서 유일하게 일출과 일몰 그리고 월출까지 한곳에서 모두 감상할 수 있는 관광명소이다. 해가 노적봉(남근바위)에 걸리는 11월부터 3월까지 왜목마을 일출은 마치 한 폭의 한국화처럼 아름답다. 해안이 동쪽을 향해 돌출되어있고 인근의 남양만과 아산만이 내륙으로 깊숙이 자리 잡고 있기에, 왜가리의 목처럼 안쪽으로 얇게 만입돼서 왜목마을이라는 이름이 붙여졌다. 해안선을 따라 1.2km의 수변데크가 설치되어 맨발로 편안한 해변 산책이 가능하다. 일상의 무게를 잠시 내려놓고 탁 트인 자연 속에서 바다 내음이 번지는 다양한 해산물체험도 할 수 있다.",041-350-3592,충청남도 당진시청,2021-01-11,6440000,충청남도
난지도 관광지,관광지,,충청남도 당진시 석문면 난지도리 599,37.042646,126.422393,155440,"화장실 , 주차장, 관리사무소, 어린이놀이시설",,,,,,2000-09-07,14000,115,"이 섬은 난초와 지초가 많이 자란다고 하여서 난지섬으로 이름 붙여졌다. 난지섬은 바닷가 모래사장이 발달되어 있고 수심도 완만하여 해수욕장으로써 안성맞춤이다. 더불어 해양레포츠에 최적의 자연환경을 제공한다. 30분가량의 뱃길로 연결되는 이곳은 조용한 섬마을의 가족여행지로도 제격이다. 해수욕과 함께 바다낚시를 즐길 수 있는 것이 이 섬의 또 다른 매력이다. 난지섬은 멸종위기 종인 가시연꽃과 해당화가 자라고 있으며, 해안에는 천연기념물 제326호로 지정된 검은머리물떼새가 서식하는 등 생태의 보고로서 자연보존 또한 잘 되어 있는 청정지역이다.",041-350-3592,충청남도 당진시청,2021-01-11,6440000,충청남도
구드래,관광지,충청남도 부여군 부여읍 백강로 135,,36.28711854,126.9048797,148515,문화관광해설사의 집+화장실+주차장,,,,,,1969-01-21,10000,1000,백마강과 어울려 빼어난 경승을 이루고 조각공원을 조성하여 많은 사람들에게 휴식처 제공,041-830-2214,충청남도 부여군청,2021-01-11,6440000,충청남도
서동요,관광지,충청남도 부여군 충화면 충신로 616,,36.145203,126.8236629,174508,"화장실, 주차장, 청소년수련원, 축구장,농구장 등",,,,,,2008-11-20,1000,500,"백제,왕궁, 왕궁촌, 저잣거리 등 백제관련 오픈세트장 조성",041-830-2214,충청남도 부여군청,2021-01-11,6440000,충청남도
백제문화단지,관광단지,충청남도 부여군 규암면 백제문로 455,,36.30757158,126.9084946,3024905,"화장실, 주차장, 안내소, 관리사무소",,,,,,2015-01-12,10000,1381,국내 최초로 삼국시대 백제 왕궁을 재현. 백제시대 유적과 유물에 근거한 백제의 역사와 문화를 이해.,041-408-7290,충청남도 문화정책과,2021-01-11,6440000,충청남도
춘장대해수욕장,관광지,충청남도 서천군 서면 춘장대길 20,,36.16334922,126.5243355,298930,관리사무소+화장실(8동)+주차장2동,,,,,,1997-06-27,1000000,700,"백사장 길이는 2km, 폭은 200m, 평균 수심은 1~2m 서천읍에서북쪽으로 34km 떨어진 곳에 있다. 아카시아숲이 울창하고 해송으로 둘러싸여있으며, 경사가 완만하고 파도가 잔잔한 천혜의 조건을 갖춘 해수욕장",041-950-4091,충청남도 서천군청,2021-01-11,6440000,충청남도
